student_term_id,student_id,term_id,program_id,credits_attempted,credits_earned,cumulative_credits,cumulative_gpa,enrollment_intensity
T0003625,STU01124,2025SP,P001,6,6,10.0,2.77,Part Time
T0003626,STU01124,2025FA,P001,6,6,16.0,3.16,Part Time
T0003627,STU01125,2023SP,P007,10,4,4.0,1.14,Part Time
T0003628,STU01126,2023SP,P008,7,4,4.0,1.71,Part Time
T0003629,STU01126,2023FA,P008,6,3,7.0,1.85,Part Time
T0003630,STU01126,2024SP,P008,9,6,13.0,1.77,Part Time
T0003631,STU01126,2024SU,P008,9,9,22.0,1.84,Part Time
T0003632,STU01126,2024FA,P008,9,9,31.0,2.25,Part Time
T0003633,STU01126,2025SP,P008,7,7,38.0,2.34,Part Time
T0003634,STU01126,2025FA,P008,6,6,44.0,2.47,Part Time
T0003635,STU01127,2025SP,P001,10,0,0.0,0.7,Part Time
T0003636,STU01128,2022FA,P005,7,7,7.0,2.57,Part Time
T0003637,STU01128,2023SP,P005,12,6,13.0,2.05,Full Time
T0003638,STU01129,2025FA,P008,7,4,4.0,2.71,Part Time
T0003639,STU01129,2026SP,P008,15,15,19.0,3.18,Full Time
T0003640,STU01130,2022FA,P006,7,7,7.0,3.57,Part Time
T0003641,STU01130,2023SP,P006,6,6,13.0,3.08,Part Time
T0003642,STU01131,2025FA,P005,7,7,7.0,4.0,Part Time
T0003643,STU01131,2026SP,P005,12,12,19.0,4.0,Full Time
T0003644,STU01132,2025FA,P005,10,7,7.0,2.8,Part Time
T0003645,STU01133,2022FA,P002,7,7,7.0,3.86,Part Time
T0003646,STU01133,2023SP,P002,12,12,19.0,3.47,Full Time
T0003647,STU01133,2023FA,P002,13,13,32.0,3.56,Full Time
T0003648,STU01133,2024SP,P002,17,17,49.0,3.57,Full Time
T0003649,STU01133,2024SU,P002,14,14,63.0,3.54,Full Time
T0003650,STU01134,2025SP,P003,10,4,4.0,1.6,Part Time
T0003651,STU01134,2025FA,P003,12,6,10.0,1.68,Full Time
T0003652,STU01134,2026SP,P003,9,6,16.0,1.77,Part Time
T0003653,STU01135,2023FA,P002,7,7,7.0,3.14,Part Time
T0003654,STU01136,2025FA,P002,7,4,4.0,1.57,Part Time
T0003655,STU01136,2026SP,P002,6,3,7.0,1.31,Part Time
T0003656,STU01137,2024FA,P007,7,7,7.0,3.0,Part Time
T0003657,STU01137,2025SP,P007,9,9,16.0,2.62,Part Time
T0003658,STU01137,2025FA,P007,12,9,25.0,2.57,Full Time
T0003659,STU01137,2026SP,P007,13,9,34.0,2.44,Full Time
T0003660,STU01138,2025SP,P005,7,7,7.0,3.57,Part Time
T0003661,STU01138,2025FA,P005,12,12,19.0,2.89,Full Time
T0003662,STU01138,2026SP,P005,15,15,34.0,2.94,Full Time
T0003663,STU01139,2025FA,P002,10,7,7.0,2.1,Part Time
T0003664,STU01139,2026SP,P002,15,9,16.0,1.92,Full Time
T0003665,STU01140,2025FA,P005,7,7,7.0,2.0,Part Time
T0003666,STU01140,2026SP,P005,12,12,19.0,2.16,Full Time
T0003667,STU01141,2024FA,P003,7,1,1.0,0.86,Part Time
T0003668,STU01141,2025SP,P003,9,9,10.0,1.88,Part Time
T0003669,STU01141,2025FA,P003,5,5,15.0,2.24,Part Time
T0003670,STU01142,2024FA,P008,10,7,7.0,2.0,Part Time
T0003671,STU01142,2025SP,P008,9,3,10.0,1.62,Part Time
T0003672,STU01143,2025SP,P002,7,7,7.0,2.57,Part Time
T0003673,STU01143,2025FA,P002,12,12,19.0,2.84,Full Time
T0003674,STU01143,2026SP,P002,12,9,28.0,2.61,Full Time
T0003675,STU01144,2023FA,P003,7,4,4.0,2.57,Part Time
T0003676,STU01144,2024SP,P003,8,6,10.0,2.53,Part Time
T0003677,STU01144,2024FA,P004,12,12,22.0,2.85,Full Time
T0003678,STU01144,2025SP,P004,12,12,34.0,2.97,Full Time
T0003679,STU01144,2025FA,P004,13,13,47.0,3.17,Full Time
T0003680,STU01145,2023SP,P003,7,4,4.0,1.57,Part Time
T0003681,STU01145,2023FA,P003,12,9,13.0,2.38,Full Time
T0003682,STU01145,2024SP,P003,9,6,19.0,2.12,Part Time
T0003683,STU01145,2024SU,P003,17,10,29.0,1.83,Full Time
T0003684,STU01145,2024FA,P003,8,8,37.0,1.98,Part Time
T0003685,STU01146,2024SP,P005,11,7,7.0,1.91,Part Time
T0003686,STU01146,2024SU,P005,12,3,10.0,1.76,Full Time
T0003687,STU01146,2024FA,P005,9,6,16.0,1.73,Part Time
T0003688,STU01146,2025SP,P005,13,10,26.0,1.74,Full Time
T0003689,STU01146,2025SU,P005,13,3,29.0,1.62,Full Time
T0003690,STU01146,2025FA,P005,9,6,35.0,1.62,Part Time
T0003691,STU01147,2025FA,P008,10,10,10.0,3.3,Part Time
T0003692,STU01147,2026SP,P008,6,6,16.0,3.56,Part Time
T0003693,STU01148,2023SP,P008,7,4,4.0,1.71,Part Time
T0003694,STU01148,2023FA,P008,6,6,10.0,1.85,Part Time
T0003695,STU01148,2024SP,P008,12,9,19.0,1.92,Full Time
T0003696,STU01148,2024FA,P008,12,12,31.0,2.27,Full Time
T0003697,STU01148,2025SP,P008,6,6,37.0,2.37,Part Time
T0003698,STU01149,2025FA,P006,7,7,7.0,3.86,Part Time
T0003699,STU01149,2026SP,P006,9,9,16.0,3.75,Part Time
T0003700,STU01150,2022FA,P006,7,7,7.0,4.0,Part Time
T0003701,STU01150,2023SP,P006,6,6,13.0,3.54,Part Time
T0003702,STU01150,2023SU,P006,6,6,19.0,3.53,Part Time
T0003703,STU01150,2023FA,P006,16,16,35.0,3.54,Full Time
T0003704,STU01151,2023FA,P002,10,10,10.0,2.8,Part Time
T0003705,STU01151,2024SP,P002,10,10,20.0,3.1,Part Time
T0003706,STU01151,2024FA,P002,9,9,29.0,3.07,Part Time
T0003707,STU01152,2024FA,P001,7,1,1.0,0.5,Part Time
T0003708,STU01153,2025SP,P004,7,7,7.0,4.0,Part Time
T0003709,STU01153,2025SU,P004,12,12,19.0,3.68,Full Time
T0003710,STU01153,2025FA,P004,9,6,25.0,3.46,Part Time
T0003711,STU01153,2026SP,P004,12,12,37.0,3.48,Full Time
T0003712,STU01154,2023FA,P008,13,13,13.0,2.77,Full Time
T0003713,STU01154,2024SP,P008,9,9,22.0,2.73,Part Time
T0003714,STU01154,2024FA,P008,15,9,31.0,2.59,Full Time
T0003715,STU01155,2025FA,P001,10,10,10.0,2.5,Part Time
T0003716,STU01155,2026SP,P001,12,3,13.0,1.41,Full Time
T0003717,STU01156,2025FA,P001,7,0,0.0,0.25,Part Time
T0003718,STU01156,2026SP,P001,12,3,3.0,0.77,Full Time
T0003719,STU01157,2025FA,P003,7,7,7.0,3.43,Part Time
T0003720,STU01157,2026SP,P003,9,9,16.0,3.56,Part Time
T0003721,STU01158,2023FA,P001,13,6,6.0,1.69,Full Time
T0003722,STU01158,2024SP,P001,15,3,9.0,1.54,Full Time
T0003723,STU01158,2024SU,P005,10,7,16.0,1.74,Part Time
T0003724,STU01158,2024FA,P005,7,7,23.0,1.84,Part Time
T0003725,STU01158,2025SP,P005,16,6,29.0,1.81,Full Time
T0003726,STU01158,2025SU,P005,6,3,32.0,1.88,Part Time
T0003727,STU01159,2024FA,P008,7,4,4.0,1.86,Part Time
T0003728,STU01159,2025SP,P008,9,9,13.0,2.5,Part Time
T0003729,STU01160,2023SP,P006,7,7,7.0,2.86,Part Time
T0003730,STU01160,2023FA,P006,9,9,16.0,2.94,Part Time
T0003731,STU01160,2024SP,P006,9,9,25.0,3.08,Part Time
T0003732,STU01160,2024FA,P006,13,13,38.0,3.39,Full Time
T0003733,STU01161,2024SP,P003,10,10,10.0,3.3,Part Time
T0003734,STU01161,2024SU,P003,12,9,19.0,2.73,Full Time
T0003735,STU01161,2024FA,P003,12,12,31.0,3.09,Full Time
T0003736,STU01161,2025SP,P008,12,12,43.0,3.0,Full Time
T0003737,STU01162,2025FA,P003,14,14,14.0,3.07,Full Time
T0003738,STU01162,2026SP,P003,16,16,30.0,3.17,Full Time
T0003739,STU01163,2024SP,P002,7,7,7.0,3.14,Part Time
T0003740,STU01163,2024FA,P002,15,15,22.0,3.32,Full Time
T0003741,STU01163,2025SP,P002,12,12,34.0,3.38,Full Time
T0003742,STU01164,2024FA,P006,10,4,4.0,1.4,Part Time
T0003743,STU01164,2025SP,P006,6,0,4.0,1.25,Part Time
T0003744,STU01164,2025FA,P006,12,3,7.0,1.14,Full Time
T0003745,STU01164,2026SP,P006,16,3,10.0,1.1,Full Time
T0003746,STU01165,2025FA,P007,13,10,10.0,2.54,Full Time
T0003747,STU01165,2026SP,P007,12,12,22.0,2.64,Full Time
T0003748,STU01166,2023FA,P005,7,4,4.0,2.0,Part Time
T0003749,STU01166,2024SP,P005,6,6,10.0,2.46,Part Time
T0003750,STU01166,2024FA,P005,13,13,23.0,3.12,Full Time
T0003751,STU01166,2025SP,P005,9,9,32.0,3.26,Part Time
T0003752,STU01167,2023FA,P005,13,7,7.0,1.85,Full Time
T0003753,STU01168,2023FA,P001,10,4,4.0,1.7,Part Time
T0003754,STU01168,2024SP,P001,6,6,10.0,2.0,Part Time
T0003755,STU01168,2024FA,P001,12,6,16.0,2.0,Full Time
T0003756,STU01169,2023SP,P003,13,13,13.0,3.54,Full Time
T0003757,STU01169,2023FA,P003,12,9,22.0,2.92,Full Time
T0003758,STU01169,2024SP,P003,13,13,35.0,2.95,Full Time
T0003759,STU01169,2024FA,P003,9,9,44.0,3.11,Part Time
T0003760,STU01170,2023FA,P004,7,7,7.0,3.57,Part Time
T0003761,STU01170,2024SP,P004,9,9,16.0,3.62,Part Time
T0003762,STU01170,2024SU,P004,9,9,25.0,3.64,Part Time
T0003763,STU01170,2024FA,P004,9,9,34.0,3.56,Part Time
T0003764,STU01171,2024FA,P008,7,7,7.0,3.57,Part Time
T0003765,STU01171,2025SP,P008,6,6,13.0,3.77,Part Time
T0003766,STU01171,2025SU,P008,12,12,25.0,3.52,Full Time
T0003767,STU01171,2025FA,P008,9,9,34.0,3.65,Part Time
T0003768,STU01172,2025FA,P006,7,7,7.0,2.86,Part Time
T0003769,STU01172,2026SP,P006,9,9,16.0,2.75,Part Time
T0003770,STU01173,2023FA,P001,7,7,7.0,2.0,Part Time
T0003771,STU01173,2024SP,P001,12,12,19.0,2.63,Full Time
T0003772,STU01173,2024SU,P001,9,9,28.0,2.96,Part Time
T0003773,STU01174,2022FA,P004,7,7,7.0,3.14,Part Time
T0003774,STU01174,2023SP,P004,6,6,13.0,3.08,Part Time
T0003775,STU01175,2023FA,P002,13,9,9.0,2.15,Full Time
T0003776,STU01175,2024SP,P002,12,12,21.0,2.44,Full Time
T0003777,STU01175,2024SU,P002,9,9,30.0,2.59,Part Time
T0003778,STU01175,2024FA,P002,10,10,40.0,2.68,Part Time
T0003779,STU01175,2025SP,P002,15,11,51.0,2.49,Full Time
T0003780,STU01176,2023SP,P002,10,10,10.0,4.0,Part Time
T0003781,STU01176,2023FA,P002,6,6,16.0,3.81,Part Time
T0003782,STU01176,2024SP,P002,9,9,25.0,3.64,Part Time
T0003783,STU01177,2024FA,P008,7,7,7.0,3.57,Part Time
T0003784,STU01177,2025SP,P008,6,6,13.0,3.31,Part Time
T0003785,STU01177,2025FA,P008,12,12,25.0,3.52,Full Time
T0003786,STU01177,2026SP,P008,12,12,37.0,3.35,Full Time
T0003787,STU01178,2025SP,P004,7,4,4.0,1.29,Part Time
T0003788,STU01178,2025FA,P004,15,12,16.0,1.91,Full Time
T0003789,STU01178,2026SP,P004,12,12,28.0,2.21,Full Time
T0003790,STU01179,2023FA,P004,7,7,7.0,2.57,Part Time
T0003791,STU01179,2024SP,P004,6,3,10.0,2.4,Part Time
T0003792,STU01179,2024FA,P005,6,6,16.0,2.62,Part Time
T0003793,STU01180,2022FA,P001,7,7,7.0,2.57,Part Time
T0003794,STU01180,2023SP,P001,9,6,13.0,2.54,Part Time
T0003795,STU01180,2023FA,P001,12,9,22.0,2.16,Full Time
T0003796,STU01180,2024SP,P001,12,9,31.0,2.21,Full Time
T0003797,STU01180,2024SU,P001,9,6,37.0,2.09,Part Time
T0003798,STU01181,2024FA,P003,10,7,7.0,1.4,Part Time
T0003799,STU01181,2025SP,P003,9,9,16.0,1.84,Part Time
T0003800,STU01181,2025FA,P005,12,12,28.0,2.39,Full Time
T0003801,STU01181,2026SP,P005,10,10,38.0,2.46,Part Time
T0003802,STU01182,2025FA,P006,7,7,7.0,2.14,Part Time
T0003803,STU01182,2026SP,P006,6,6,13.0,3.0,Part Time
T0003804,STU01183,2025FA,P007,7,4,4.0,2.0,Part Time
T0003805,STU01183,2026SP,P007,12,12,16.0,2.95,Full Time
T0003806,STU01184,2022FA,P001,7,7,7.0,3.57,Part Time
T0003807,STU01184,2023SP,P001,9,9,16.0,3.62,Part Time
T0003808,STU01184,2023FA,P001,6,6,22.0,3.73,Part Time
T0003809,STU01184,2024SP,P001,15,15,37.0,3.59,Full Time
T0003810,STU01185,2025FA,P007,13,7,7.0,1.77,Full Time
T0003811,STU01186,2024FA,P004,13,10,10.0,3.4,Full Time
T0003812,STU01186,2025SP,P004,9,9,19.0,2.89,Part Time
T0003813,STU01186,2025FA,P006,12,12,31.0,2.84,Full Time
T0003814,STU01187,2024FA,P001,10,10,10.0,3.7,Part Time
T0003815,STU01187,2025SP,P001,12,12,22.0,3.32,Full Time
T0003816,STU01187,2025SU,P006,15,15,37.0,3.43,Full Time
T0003817,STU01187,2025FA,P006,13,13,50.0,3.38,Full Time
T0003818,STU01188,2022FA,P006,7,7,7.0,2.57,Part Time
T0003819,STU01188,2023SP,P006,9,9,16.0,2.81,Part Time
T0003820,STU01188,2023SU,P006,15,15,31.0,3.1,Full Time
T0003821,STU01188,2023FA,P006,10,10,41.0,3.22,Part Time
T0003822,STU01189,2023FA,P002,7,0,0.0,1.0,Part Time
T0003823,STU01189,2024SP,P002,9,9,9.0,2.25,Part Time
T0003824,STU01189,2024FA,P002,12,3,12.0,1.62,Full Time
T0003825,STU01189,2025SP,P002,10,7,19.0,1.74,Part Time
T0003826,STU01189,2025SU,P002,17,4,23.0,1.51,Full Time
T0003827,STU01189,2025FA,P002,12,12,35.0,1.65,Full Time
T0003828,STU01190,2024FA,P004,10,10,10.0,3.9,Part Time
T0003829,STU01190,2025SP,P004,15,15,25.0,3.72,Full Time
T0003830,STU01190,2025SU,P004,16,16,41.0,3.61,Full Time
T0003831,STU01190,2025FA,P004,12,12,53.0,3.64,Full Time
T0003832,STU01191,2024SP,P005,7,4,4.0,1.14,Part Time
T0003833,STU01191,2024SU,P005,9,6,10.0,1.25,Part Time
T0003834,STU01191,2024FA,P005,9,9,19.0,1.64,Part Time
T0003835,STU01191,2025SP,P005,16,9,28.0,1.59,Full Time
T0003836,STU01191,2025FA,P005,17,10,38.0,1.71,Full Time
T0003837,STU01192,2025FA,P002,10,10,10.0,4.0,Part Time
T0003838,STU01192,2026SP,P002,16,16,26.0,4.0,Full Time
T0003839,STU01193,2024FA,P002,13,1,1.0,0.71,Full Time
T0003840,STU01193,2025SP,P002,12,3,4.0,1.21,Full Time
T0003841,STU01193,2025FA,P002,9,6,10.0,1.46,Part Time
T0003842,STU01193,2026SP,P002,13,7,17.0,1.66,Full Time
T0003843,STU01194,2024FA,P001,10,10,10.0,3.3,Part Time
T0003844,STU01194,2025SP,P001,12,9,19.0,2.73,Full Time
T0003845,STU01194,2025FA,P001,6,6,25.0,2.79,Part Time
T0003846,STU01194,2026SP,P001,12,12,37.0,2.85,Full Time
T0003847,STU01195,2023FA,P008,7,7,7.0,2.57,Part Time
T0003848,STU01195,2024SP,P008,9,6,13.0,2.44,Part Time
T0003849,STU01195,2024SU,P008,9,9,22.0,2.76,Part Time
T0003850,STU01195,2024FA,P008,7,7,29.0,2.91,Part Time
T0003851,STU01196,2022FA,P001,7,0,0.0,1.0,Part Time
T0003852,STU01196,2023SP,P001,12,9,9.0,1.56,Full Time
T0003853,STU01196,2023SU,P001,15,9,18.0,1.68,Full Time
T0003854,STU01196,2023FA,P001,15,6,24.0,1.65,Full Time
T0003855,STU01196,2024SP,P001,16,16,40.0,2.0,Full Time
T0003856,STU01196,2024SU,P001,9,9,49.0,2.13,Part Time
T0003857,STU01197,2022FA,P005,7,7,7.0,4.0,Part Time
T0003858,STU01197,2023SP,P005,6,6,13.0,3.54,Part Time
T0003859,STU01197,2023FA,P005,16,16,29.0,3.41,Full Time
T0003860,STU01197,2024SP,P008,12,12,41.0,3.51,Full Time
T0003861,STU01197,2024SU,P008,9,9,50.0,3.54,Part Time
T0003862,STU01198,2022FA,P001,10,10,10.0,2.4,Part Time
T0003863,STU01198,2023SP,P001,9,6,16.0,2.21,Part Time
T0003864,STU01199,2022FA,P003,7,3,3.0,0.86,Part Time
T0003865,STU01200,2023FA,P006,10,10,10.0,2.8,Part Time
T0003866,STU01200,2024SP,P006,9,6,16.0,2.42,Part Time
T0003867,STU01200,2024FA,P006,12,6,22.0,2.35,Full Time
T0003868,STU01200,2025SP,P006,7,7,29.0,2.58,Part Time
T0003869,STU01200,2025FA,P006,7,7,36.0,2.64,Part Time
T0003870,STU01201,2023FA,P001,7,7,7.0,2.57,Part Time
T0003871,STU01201,2024SP,P001,12,12,19.0,3.32,Full Time
T0003872,STU01201,2024SU,P001,15,15,34.0,3.53,Full Time
T0003873,STU01201,2024FA,P001,12,12,46.0,3.59,Full Time
T0003874,STU01202,2025SP,P006,7,7,7.0,3.29,Part Time
T0003875,STU01202,2025FA,P006,15,15,22.0,3.77,Full Time
T0003876,STU01202,2026SP,P006,12,12,34.0,3.5,Full Time
T0003877,STU01203,2022FA,P002,7,7,7.0,3.0,Part Time
T0003878,STU01203,2023SP,P002,9,6,13.0,2.81,Part Time
T0003879,STU01203,2023FA,P002,9,3,16.0,2.16,Part Time
T0003880,STU01204,2025FA,P003,11,11,11.0,4.0,Part Time
T0003881,STU01204,2026SP,P003,10,10,21.0,3.86,Part Time
T0003882,STU01205,2022FA,P008,10,7,7.0,1.9,Part Time
T0003883,STU01206,2023FA,P005,10,10,10.0,3.7,Part Time
T0003884,STU01206,2024SP,P005,9,9,19.0,3.53,Part Time
T0003885,STU01206,2024SU,P005,15,15,34.0,3.65,Full Time
T0003886,STU01206,2024FA,P005,13,13,47.0,3.68,Full Time
T0003887,STU01207,2025FA,P005,13,13,13.0,3.54,Full Time
T0003888,STU01207,2026SP,P005,12,12,25.0,3.52,Full Time
T0003889,STU01208,2025FA,P003,7,1,1.0,0.75,Part Time
T0003890,STU01208,2026SP,P003,12,3,4.0,0.94,Full Time
T0003891,STU01209,2025FA,P004,10,1,1.0,0.5,Part Time
T0003892,STU01209,2026SP,P004,15,0,1.0,0.31,Full Time
T0003893,STU01210,2024FA,P006,10,10,10.0,4.0,Part Time
T0003894,STU01210,2025SP,P006,12,12,22.0,4.0,Full Time
T0003895,STU01210,2025FA,P006,9,9,31.0,3.9,Part Time
T0003896,STU01211,2024FA,P005,10,10,10.0,2.6,Part Time
T0003897,STU01212,2023FA,P008,7,6,6.0,1.86,Part Time
T0003898,STU01212,2024SP,P008,9,6,12.0,2.5,Part Time
T0003899,STU01212,2024FA,P003,9,9,21.0,2.68,Part Time
T0003900,STU01212,2025SP,P003,12,12,33.0,2.95,Full Time
T0003901,STU01212,2025FA,P003,13,13,46.0,3.02,Full Time
T0003902,STU01212,2026SP,P003,13,13,59.0,3.08,Full Time
T0003903,STU01213,2024FA,P008,10,0,0.0,0.0,Part Time
T0003904,STU01213,2025SP,P008,12,6,6.0,1.0,Full Time
T0003905,STU01213,2025FA,P008,9,3,9.0,1.29,Part Time
T0003906,STU01213,2026SP,P008,12,6,15.0,1.27,Full Time
T0003907,STU01214,2023FA,P006,10,10,10.0,4.0,Part Time
T0003908,STU01214,2024SP,P006,15,15,25.0,4.0,Full Time
T0003909,STU01214,2024FA,P006,16,16,41.0,3.85,Full Time
T0003910,STU01214,2025SP,P006,13,13,54.0,3.89,Full Time
T0003911,STU01214,2025FA,P006,13,13,67.0,3.91,Full Time
T0003912,STU01215,2025FA,P001,13,13,13.0,3.62,Full Time
T0003913,STU01215,2026SP,P001,9,9,22.0,3.36,Part Time
T0003914,STU01216,2025SP,P001,7,4,4.0,2.57,Part Time
T0003915,STU01216,2025FA,P001,9,9,13.0,3.0,Part Time
T0003916,STU01216,2026SP,P001,9,9,22.0,3.12,Part Time
T0003917,STU01217,2025FA,P008,7,4,4.0,1.29,Part Time
T0003918,STU01217,2026SP,P008,6,6,10.0,2.31,Part Time
T0003919,STU01218,2024FA,P003,7,7,7.0,2.29,Part Time
T0003920,STU01218,2025SP,P003,12,12,19.0,3.05,Full Time
T0003921,STU01219,2024SP,P002,13,13,13.0,3.77,Full Time
T0003922,STU01219,2024FA,P002,13,13,26.0,3.73,Full Time
T0003923,STU01219,2025SP,P002,13,13,39.0,3.82,Full Time
T0003924,STU01220,2024FA,P005,13,13,13.0,3.08,Full Time
T0003925,STU01220,2025SP,P005,12,12,25.0,3.28,Full Time
T0003926,STU01220,2025FA,P005,13,13,38.0,3.24,Full Time
T0003927,STU01221,2022FA,P002,13,13,13.0,2.62,Full Time
T0003928,STU01221,2023SP,P002,13,13,26.0,2.65,Full Time
T0003929,STU01221,2023SU,P002,11,11,37.0,2.95,Part Time
T0003930,STU01222,2023SP,P006,7,3,3.0,1.86,Part Time
T0003931,STU01222,2023FA,P006,6,6,9.0,2.38,Part Time
T0003932,STU01222,2024SP,P006,13,13,22.0,2.46,Full Time
T0003933,STU01222,2024SU,P006,10,7,29.0,2.42,Part Time
T0003934,STU01222,2024FA,P006,6,6,35.0,2.64,Part Time
T0003935,STU01222,2025SP,P006,9,9,44.0,2.82,Part Time
T0003936,STU01223,2023FA,P001,7,7,7.0,3.57,Part Time
T0003937,STU01223,2024SP,P001,9,9,16.0,3.25,Part Time
T0003938,STU01223,2024FA,P001,6,6,22.0,3.32,Part Time
T0003939,STU01223,2025SP,P001,9,9,31.0,3.42,Part Time
T0003940,STU01223,2025SU,P001,9,9,40.0,3.55,Part Time
T0003941,STU01223,2025FA,P001,12,12,52.0,3.65,Full Time
T0003942,STU01223,2026SP,P001,9,9,61.0,3.7,Part Time
T0003943,STU01224,2023FA,P006,7,4,4.0,1.57,Part Time
T0003944,STU01224,2024SP,P006,12,9,13.0,2.0,Full Time
T0003945,STU01224,2024FA,P006,12,12,25.0,2.58,Full Time
T0003946,STU01224,2025SP,P006,16,16,41.0,2.79,Full Time
T0003947,STU01225,2023FA,P007,7,4,4.0,1.71,Part Time
T0003948,STU01225,2024SP,P007,9,6,10.0,1.85,Part Time
T0003949,STU01226,2023SP,P005,10,10,10.0,3.4,Part Time
T0003950,STU01226,2023FA,P005,6,6,16.0,3.62,Part Time
T0003951,STU01226,2024SP,P005,13,13,29.0,3.79,Full Time
T0003952,STU01227,2023FA,P008,13,13,13.0,3.23,Full Time
T0003953,STU01227,2024SP,P008,15,15,28.0,3.32,Full Time
T0003954,STU01227,2024SU,P008,9,9,37.0,3.41,Part Time
T0003955,STU01228,2023SP,P001,10,7,7.0,2.6,Part Time
T0003956,STU01229,2025FA,P005,7,7,7.0,2.29,Part Time
T0003957,STU01230,2022FA,P006,10,7,7.0,2.0,Part Time
T0003958,STU01230,2023SP,P006,12,12,19.0,2.41,Full Time
T0003959,STU01230,2023SU,P006,12,9,28.0,2.35,Full Time
T0003960,STU01230,2023FA,P006,10,7,35.0,2.43,Part Time
T0003961,STU01230,2024SP,P006,13,13,48.0,2.58,Full Time
T0003962,STU01231,2024FA,P001,7,1,1.0,3.0,Part Time
T0003963,STU01231,2025SP,P001,12,9,10.0,2.08,Full Time
T0003964,STU01231,2025FA,P001,9,6,16.0,1.91,Part Time
T0003965,STU01231,2026SP,P001,6,3,19.0,1.82,Part Time
T0003966,STU01232,2024SP,P001,10,10,10.0,2.7,Part Time
T0003967,STU01232,2024FA,P001,12,6,16.0,2.53,Full Time
T0003968,STU01232,2025SP,P001,15,12,28.0,2.21,Full Time
T0003969,STU01232,2025FA,P001,12,6,34.0,2.09,Full Time
T0003970,STU01232,2026SP,P001,13,13,47.0,2.17,Full Time
T0003971,STU01233,2024FA,P003,10,10,10.0,3.6,Part Time
T0003972,STU01233,2025SP,P003,7,7,17.0,3.41,Part Time
T0003973,STU01233,2025FA,P003,12,12,29.0,3.45,Full Time
T0003974,STU01234,2023FA,P002,7,7,7.0,3.57,Part Time
T0003975,STU01234,2024SP,P002,9,9,16.0,3.44,Part Time
T0003976,STU01234,2024FA,P002,12,12,28.0,3.25,Full Time
T0003977,STU01235,2023FA,P006,7,7,7.0,2.57,Part Time
T0003978,STU01235,2024SP,P006,6,6,13.0,2.77,Part Time
T0003979,STU01235,2024FA,P006,6,6,19.0,2.84,Part Time
T0003980,STU01235,2025SP,P006,12,12,31.0,3.1,Full Time
T0003981,STU01235,2025FA,P006,16,16,47.0,3.26,Full Time
T0003982,STU01236,2024FA,P008,7,4,4.0,2.14,Part Time
T0003983,STU01236,2025SP,P008,15,9,13.0,1.91,Full Time
T0003984,STU01236,2025FA,P008,12,12,25.0,2.03,Full Time
T0003985,STU01236,2026SP,P008,9,6,31.0,2.02,Part Time
T0003986,STU01237,2025FA,P008,7,7,7.0,3.57,Part Time
T0003987,STU01237,2026SP,P008,9,9,16.0,3.62,Part Time
T0003988,STU01238,2023SP,P008,7,7,7.0,2.71,Part Time
T0003989,STU01239,2023SP,P005,13,13,13.0,2.54,Full Time
T0003990,STU01239,2023FA,P005,12,9,22.0,2.52,Full Time
T0003991,STU01239,2024SP,P005,16,16,38.0,3.02,Full Time
T0003992,STU01239,2024FA,P005,7,7,45.0,3.0,Part Time
T0003993,STU01240,2022FA,P005,10,6,6.0,1.9,Part Time
T0003994,STU01241,2024FA,P005,7,3,3.0,1.75,Part Time
T0003995,STU01241,2025SP,P005,12,6,9.0,1.75,Full Time
T0003996,STU01241,2025FA,P005,9,9,18.0,2.2,Part Time
T0003997,STU01241,2026SP,P005,9,9,27.0,2.24,Part Time
T0003998,STU01242,2022FA,P002,7,7,7.0,4.0,Part Time
T0003999,STU01242,2023SP,P002,12,12,19.0,3.68,Full Time
T0004000,STU01242,2023FA,P002,6,6,25.0,3.76,Part Time
T0004001,STU01243,2022FA,P005,7,4,4.0,1.86,Part Time
T0004002,STU01243,2023SP,P005,12,9,13.0,1.79,Full Time
T0004003,STU01243,2023FA,P005,12,6,19.0,1.77,Full Time
T0004004,STU01243,2024SP,P005,9,6,25.0,1.98,Part Time
T0004005,STU01243,2024SU,P005,14,6,31.0,2.0,Full Time
T0004006,STU01243,2024FA,P005,13,9,40.0,2.03,Full Time
T0004007,STU01244,2023SP,P003,10,10,10.0,2.6,Part Time
T0004008,STU01244,2023FA,P003,11,9,19.0,2.9,Part Time
T0004009,STU01244,2024SP,P003,9,9,28.0,3.03,Part Time
T0004010,STU01244,2024SU,P003,17,17,45.0,2.85,Full Time
T0004011,STU01244,2024FA,P003,13,13,58.0,2.82,Full Time
T0004012,STU01245,2025FA,P003,7,6,6.0,2.57,Part Time
T0004013,STU01246,2023FA,P007,7,7,7.0,3.57,Part Time
T0004014,STU01246,2024SP,P007,9,9,16.0,3.62,Part Time
T0004015,STU01246,2024FA,P007,9,9,25.0,3.52,Part Time
T0004016,STU01247,2024SP,P008,13,13,13.0,3.77,Full Time
T0004017,STU01247,2024FA,P008,15,15,28.0,3.36,Full Time
T0004018,STU01247,2025SP,P008,6,6,34.0,3.47,Part Time
T0004019,STU01247,2025SU,P008,6,6,40.0,3.55,Part Time
T0004020,STU01248,2023FA,P006,7,7,7.0,3.43,Part Time
T0004021,STU01248,2024SP,P006,9,9,16.0,3.75,Part Time
T0004022,STU01248,2024FA,P006,9,9,25.0,3.84,Part Time
