enrollment_id,student_id,course_id,term_id,program_id,credits_attempted,final_grade,passed,course_completed,instruction_mode
E00011696,STU01051,C001,2025SP,P003,1,A,True,True,Online
E00011697,STU01051,C002,2025SP,P003,3,C,True,True,Online
E00011698,STU01051,C005,2025SP,P003,3,A,True,True,Hybrid
E00011699,STU01051,C003,2025SU,P003,3,A,True,True,Online
E00011700,STU01051,C011,2025SU,P003,3,C,True,True,Hybrid
E00011701,STU01051,C006,2025SU,P003,3,B,True,True,Hybrid
E00011702,STU01051,C009,2025SU,P003,3,A,True,True,Online
E00011703,STU01051,C019,2025FA,P003,4,A,True,True,Online
E00011704,STU01051,C010,2025FA,P003,3,A,True,True,Online
E00011705,STU01051,C035,2025FA,P003,3,A,True,True,Online
E00011706,STU01051,C013,2025FA,P003,3,B,True,True,Hybrid
E00011707,STU01052,C004,2025SP,P004,3,C,True,True,In Person
E00011708,STU01052,C001,2025SP,P004,1,B,True,True,In Person
E00011709,STU01052,C002,2025SP,P004,3,C,True,True,Hybrid
E00011710,STU01052,C033,2025SP,P004,3,C,True,True,In Person
E00011711,STU01052,C005,2025FA,P004,3,A,True,True,In Person
E00011712,STU01052,C011,2025FA,P004,3,B,True,True,In Person
E00011713,STU01052,C003,2026SP,P004,3,B,True,True,Hybrid
E00011714,STU01052,C006,2026SP,P004,3,C,True,True,Hybrid
E00011715,STU01052,C014,2026SP,P004,3,A,True,True,In Person
E00011716,STU01052,C009,2026SP,P004,3,B,True,True,In Person
E00011717,STU01053,C004,2025FA,P001,3,A,True,True,In Person
E00011718,STU01053,C001,2025FA,P001,1,C,True,True,In Person
E00011719,STU01053,C002,2025FA,P001,3,B,True,True,In Person
E00011720,STU01053,C005,2026SP,P001,3,A,True,True,In Person
E00011721,STU01053,C013,2026SP,P001,3,A,True,True,In Person
E00011722,STU01053,C014,2026SP,P001,3,A,True,True,Online
E00011723,STU01053,C003,2026SP,P001,3,A,True,True,In Person
E00011724,STU01054,C001,2024FA,P008,1,B,True,True,In Person
E00011725,STU01054,C002,2024FA,P008,3,A,True,True,In Person
E00011726,STU01054,C005,2024FA,P008,3,B,True,True,In Person
E00011727,STU01054,C014,2025SP,P008,3,A,True,True,In Person
E00011728,STU01054,C006,2025SP,P008,3,B,True,True,In Person
E00011729,STU01054,C003,2025SP,P008,3,B,True,True,In Person
E00011730,STU01054,C009,2025FA,P008,3,A,True,True,In Person
E00011731,STU01054,C010,2025FA,P008,3,C,True,True,In Person
E00011732,STU01054,C016,2026SP,P008,3,A,True,True,In Person
E00011733,STU01054,C012,2026SP,P008,3,A,True,True,In Person
E00011734,STU01054,C013,2026SP,P008,3,A,True,True,In Person
E00011735,STU01055,C004,2023FA,P008,3,W,False,False,Online
E00011736,STU01055,C001,2023FA,P008,1,W,False,False,Online
E00011737,STU01055,C002,2023FA,P008,3,C,True,True,Hybrid
E00011738,STU01055,C011,2024SP,P008,3,D,False,True,Hybrid
E00011739,STU01055,C009,2024SP,P008,3,D,False,True,Online
E00011740,STU01055,C006,2024SP,P008,3,A,True,True,Hybrid
E00011741,STU01055,C014,2024FA,P008,3,C,True,True,Online
E00011742,STU01055,C032,2024FA,P008,3,B,True,True,Hybrid
E00011743,STU01055,C012,2024FA,P008,3,C,True,True,Hybrid
E00011744,STU01055,C010,2024FA,P008,3,C,True,True,Online
E00011745,STU01055,C015,2025SP,P008,3,C,True,True,Hybrid
E00011746,STU01055,C016,2025SP,P008,3,F,False,True,In Person
E00011747,STU01055,C013,2025SU,P008,3,B,True,True,Hybrid
E00011748,STU01055,C003,2025SU,P008,3,F,False,True,Hybrid
E00011749,STU01055,C035,2025FA,P008,3,C,True,True,Hybrid
E00011750,STU01055,C040,2025FA,P008,3,C,True,True,Online
E00011751,STU01055,C036,2025FA,P008,3,D,False,True,Online
E00011752,STU01055,C039,2026SP,P008,3,B,True,True,Online
E00011753,STU01055,C033,2026SP,P008,3,B,True,True,Online
E00011754,STU01055,C037,2026SP,P008,4,C,True,True,Online
E00011755,STU01056,C001,2023SP,P001,1,C,True,True,Hybrid
E00011756,STU01056,C002,2023SP,P001,3,W,False,False,Online
E00011757,STU01056,C005,2023SP,P001,3,C,True,True,Online
E00011758,STU01056,C006,2023SU,P001,3,C,True,True,Online
E00011759,STU01056,C011,2023SU,P001,3,C,True,True,Online
E00011760,STU01056,C013,2023SU,P001,3,C,True,True,Online
E00011761,STU01056,C012,2023SU,P001,3,B,True,True,Hybrid
E00011762,STU01056,C010,2023SU,P001,3,C,True,True,Online
E00011763,STU01056,C009,2023FA,P003,3,C,True,True,Online
E00011764,STU01056,C037,2023FA,P003,4,C,True,True,Online
E00011765,STU01056,C036,2023FA,P003,3,A,True,True,Hybrid
E00011766,STU01056,C023,2023FA,P003,4,D,False,True,Online
E00011767,STU01056,C014,2024SP,P003,3,B,True,True,Online
E00011768,STU01056,C019,2024SP,P003,4,B,True,True,Online
E00011769,STU01056,C035,2024SP,P003,3,B,True,True,Online
E00011770,STU01056,C032,2024SP,P003,3,C,True,True,Online
E00011771,STU01056,C007,2024SP,P003,4,C,True,True,Online
E00011772,STU01057,C004,2025FA,P002,3,F,False,True,Hybrid
E00011773,STU01057,C001,2025FA,P002,1,C,True,True,In Person
E00011774,STU01057,C002,2025FA,P002,3,B,True,True,In Person
E00011775,STU01057,C011,2025FA,P002,3,F,False,True,Hybrid
E00011776,STU01057,C003,2026SP,P002,3,A,True,True,In Person
E00011777,STU01057,C010,2026SP,P002,3,B,True,True,In Person
E00011778,STU01057,C006,2026SP,P002,3,C,True,True,In Person
E00011779,STU01057,C029,2026SP,P002,3,W,False,False,In Person
E00011780,STU01058,C004,2023FA,P007,3,B,True,True,In Person
E00011781,STU01058,C001,2023FA,P007,1,A,True,True,In Person
E00011782,STU01058,C002,2023FA,P007,3,B,True,True,In Person
E00011783,STU01058,C005,2024SP,P007,3,C,True,True,In Person
E00011784,STU01058,C011,2024SP,P007,3,B,True,True,In Person
E00011785,STU01058,C003,2024SP,P007,3,D,False,True,Hybrid
E00011786,STU01058,C014,2024FA,P007,3,B,True,True,In Person
E00011787,STU01058,C012,2024FA,P007,3,A,True,True,In Person
E00011788,STU01059,C004,2025FA,P007,3,B,True,True,In Person
E00011789,STU01059,C001,2025FA,P007,1,C,True,True,In Person
E00011790,STU01059,C002,2025FA,P007,3,D,False,True,In Person
E00011791,STU01059,C032,2025FA,P007,3,B,True,True,In Person
E00011792,STU01059,C005,2026SP,P007,3,B,True,True,Online
E00011793,STU01059,C006,2026SP,P007,3,D,False,True,In Person
E00011794,STU01060,C001,2024FA,P003,1,A,True,True,In Person
E00011795,STU01060,C002,2024FA,P003,3,A,True,True,Online
E00011796,STU01060,C005,2024FA,P003,3,B,True,True,Hybrid
E00011797,STU01060,C003,2025SP,P003,3,A,True,True,Online
E00011798,STU01060,C022,2025SP,P003,2,C,True,True,Hybrid
E00011799,STU01060,C006,2025SP,P003,3,F,False,True,Hybrid
E00011800,STU01060,C013,2025SP,P003,3,C,True,True,Hybrid
E00011801,STU01060,C010,2025SP,P003,3,B,True,True,Hybrid
E00011802,STU01060,C009,2025FA,P003,3,A,True,True,Online
E00011803,STU01060,C011,2025FA,P003,3,C,True,True,Online
E00011804,STU01061,C004,2024SP,P007,3,A,True,True,Online
E00011805,STU01061,C001,2024SP,P007,1,D,False,True,Hybrid
E00011806,STU01061,C002,2024SP,P007,3,C,True,True,Hybrid
E00011807,STU01061,C009,2024SP,P007,3,C,True,True,In Person
E00011808,STU01061,C005,2024FA,P007,3,B,True,True,In Person
E00011809,STU01061,C003,2024FA,P007,3,B,True,True,In Person
E00011810,STU01061,C010,2025SP,P007,3,D,False,True,In Person
E00011811,STU01061,C006,2025SP,P007,3,B,True,True,In Person
E00011812,STU01061,C011,2025SP,P007,3,D,False,True,In Person
E00011813,STU01061,C012,2025SU,P007,3,B,True,True,In Person
E00011814,STU01061,C013,2025SU,P007,3,B,True,True,In Person
E00011815,STU01061,C014,2025SU,P007,3,C,True,True,In Person
E00011816,STU01061,C019,2025FA,P007,4,C,True,True,In Person
E00011817,STU01061,C015,2025FA,P007,3,C,True,True,In Person
E00011818,STU01061,C032,2025FA,P007,3,B,True,True,In Person
E00011819,STU01061,C035,2025FA,P007,3,C,True,True,In Person
E00011820,STU01062,C001,2024SP,P002,1,C,True,True,Hybrid
E00011821,STU01062,C002,2024SP,P002,3,D,False,True,Hybrid
E00011822,STU01062,C005,2024SP,P002,3,C,True,True,Online
E00011823,STU01063,C004,2023FA,P002,3,B,True,True,Hybrid
E00011824,STU01063,C001,2023FA,P002,1,A,True,True,In Person
E00011825,STU01063,C002,2023FA,P002,3,A,True,True,In Person
E00011826,STU01063,C005,2024SP,P002,3,C,True,True,In Person
E00011827,STU01063,C009,2024SP,P002,3,A,True,True,In Person
E00011828,STU01063,C011,2024SP,P002,3,D,False,True,In Person
E00011829,STU01063,C006,2024SU,P002,3,B,True,True,Hybrid
E00011830,STU01063,C012,2024SU,P002,3,C,True,True,Hybrid
E00011831,STU01063,C010,2024SU,P002,3,A,True,True,In Person
E00011832,STU01063,C003,2024SU,P002,3,C,True,True,In Person
E00011833,STU01063,C013,2024FA,P002,3,A,True,True,Hybrid
E00011834,STU01063,C014,2024FA,P002,3,B,True,True,Hybrid
E00011835,STU01063,C037,2024FA,P002,4,B,True,True,In Person
E00011836,STU01064,C004,2025FA,P002,3,B,True,True,Online
E00011837,STU01064,C001,2025FA,P002,1,B,True,True,Hybrid
E00011838,STU01064,C002,2025FA,P002,3,A,True,True,Online
E00011839,STU01064,C005,2026SP,P002,3,C,True,True,In Person
E00011840,STU01064,C009,2026SP,P002,3,B,True,True,Hybrid
E00011841,STU01064,C013,2026SP,P002,3,C,True,True,Online
E00011842,STU01065,C004,2025SP,P005,3,D,False,True,Hybrid
E00011843,STU01065,C001,2025SP,P005,1,B,True,True,In Person
E00011844,STU01065,C002,2025SP,P005,3,C,True,True,Online
E00011845,STU01065,C009,2025SP,P005,3,B,True,True,In Person
E00011846,STU01065,C006,2025SU,P005,3,B,True,True,In Person
E00011847,STU01065,C013,2025SU,P005,3,B,True,True,In Person
E00011848,STU01065,C003,2025SU,P005,3,B,True,True,In Person
E00011849,STU01065,C010,2025SU,P005,3,A,True,True,In Person
E00011850,STU01065,C011,2025FA,P005,3,A,True,True,In Person
E00011851,STU01065,C012,2025FA,P005,3,C,True,True,In Person
E00011852,STU01065,C032,2025FA,P005,3,B,True,True,In Person
E00011853,STU01065,C014,2025FA,P005,3,C,True,True,In Person
E00011854,STU01065,C024,2026SP,P005,4,B,True,True,In Person
E00011855,STU01065,C033,2026SP,P005,3,C,True,True,In Person
E00011856,STU01065,C035,2026SP,P005,3,C,True,True,Online
E00011857,STU01065,C026,2026SP,P005,4,D,False,True,Hybrid
E00011858,STU01066,C001,2025FA,P008,1,A,True,True,Hybrid
E00011859,STU01066,C002,2025FA,P008,3,A,True,True,Online
E00011860,STU01066,C005,2025FA,P008,3,A,True,True,Hybrid
E00011861,STU01066,C011,2025FA,P008,3,A,True,True,In Person
E00011862,STU01066,C010,2026SP,P008,3,A,True,True,Hybrid
E00011863,STU01066,C003,2026SP,P008,3,A,True,True,In Person
E00011864,STU01066,C013,2026SP,P008,3,A,True,True,In Person
E00011865,STU01066,C006,2026SP,P008,3,B,True,True,Hybrid
E00011866,STU01067,C004,2024SP,P002,3,A,True,True,In Person
E00011867,STU01067,C001,2024SP,P002,1,A,True,True,In Person
E00011868,STU01067,C002,2024SP,P002,3,A,True,True,In Person
E00011869,STU01067,C033,2024SP,P002,3,D,False,True,Online
E00011870,STU01067,C005,2024FA,P002,3,A,True,True,In Person
E00011871,STU01067,C009,2024FA,P002,3,C,True,True,In Person
E00011872,STU01067,C006,2024FA,P002,3,C,True,True,In Person
E00011873,STU01068,C001,2025SP,P003,1,B,True,True,In Person
E00011874,STU01068,C002,2025SP,P003,3,B,True,True,In Person
E00011875,STU01068,C005,2025SP,P003,3,A,True,True,In Person
E00011876,STU01068,C009,2025FA,P003,3,A,True,True,In Person
E00011877,STU01068,C011,2025FA,P003,3,D,False,True,In Person
E00011878,STU01068,C032,2025FA,P003,3,A,True,True,In Person
E00011879,STU01068,C003,2025FA,P003,3,A,True,True,In Person
E00011880,STU01068,C010,2025FA,P003,3,A,True,True,In Person
E00011881,STU01068,C013,2026SP,P003,3,A,True,True,In Person
E00011882,STU01068,C022,2026SP,P003,2,A,True,True,In Person
E00011883,STU01068,C006,2026SP,P003,3,A,True,True,Hybrid
E00011884,STU01069,C001,2023FA,P001,1,D,False,True,Hybrid
E00011885,STU01069,C002,2023FA,P001,3,C,True,True,Hybrid
E00011886,STU01069,C005,2023FA,P001,3,B,True,True,In Person
E00011887,STU01069,C011,2023FA,P001,3,A,True,True,Online
E00011888,STU01069,C013,2024SP,P001,3,A,True,True,Hybrid
E00011889,STU01069,C010,2024SP,P001,3,B,True,True,Hybrid
E00011890,STU01069,C014,2024SP,P001,3,A,True,True,Online
E00011891,STU01069,C016,2024SP,P001,3,C,True,True,Hybrid
E00011892,STU01069,C003,2024SU,P003,3,C,True,True,In Person
E00011893,STU01069,C012,2024SU,P003,3,B,True,True,Hybrid
E00011894,STU01069,C009,2024SU,P003,3,C,True,True,Online
E00011895,STU01069,C006,2024SU,P003,3,A,True,True,Hybrid
E00011896,STU01069,C032,2024SU,P003,3,B,True,True,Online
E00011897,STU01069,C019,2024FA,P003,4,B,True,True,Hybrid
E00011898,STU01069,C007,2024FA,P003,4,D,False,True,Hybrid
E00011899,STU01069,C022,2024FA,P003,2,B,True,True,Hybrid
E00011900,STU01069,C037,2024FA,P003,4,B,True,True,Hybrid
E00011901,STU01069,C035,2025SP,P003,3,D,False,True,Online
E00011902,STU01069,C038,2025SP,P003,3,B,True,True,Online
E00011903,STU01069,C023,2025SP,P003,4,C,True,True,Hybrid
E00011904,STU01069,C034,2025SP,P003,3,C,True,True,Hybrid
E00011905,STU01069,C033,2025FA,P003,3,B,True,True,Online
E00011906,STU01069,C036,2025FA,P003,3,B,True,True,Hybrid
E00011907,STU01069,C039,2025FA,P003,3,B,True,True,Online
E00011908,STU01069,C040,2025FA,P003,3,C,True,True,Hybrid
E00011909,STU01070,C001,2022FA,P001,1,A,True,True,Hybrid
E00011910,STU01070,C002,2022FA,P001,3,C,True,True,Online
E00011911,STU01070,C005,2022FA,P001,3,C,True,True,Online
E00011912,STU01070,C006,2023SP,P001,3,B,True,True,Online
E00011913,STU01070,C011,2023SP,P001,3,B,True,True,Online
E00011914,STU01070,C012,2023SP,P001,3,B,True,True,In Person
E00011915,STU01071,C001,2024SP,P007,1,A,True,True,In Person
E00011916,STU01071,C002,2024SP,P007,3,A,True,True,Hybrid
E00011917,STU01071,C005,2024SP,P007,3,B,True,True,Hybrid
E00011918,STU01071,C009,2024FA,P007,3,B,True,True,In Person
E00011919,STU01071,C003,2024FA,P007,3,B,True,True,Online
E00011920,STU01071,C006,2024FA,P007,3,C,True,True,In Person
E00011921,STU01071,C014,2025SP,P007,3,D,False,True,Hybrid
E00011922,STU01071,C011,2025SP,P007,3,C,True,True,Online
E00011923,STU01071,C032,2025SP,P007,3,A,True,True,Online
E00011924,STU01071,C010,2025SP,P007,3,B,True,True,In Person
E00011925,STU01071,C015,2025FA,P007,3,A,True,True,Hybrid
E00011926,STU01071,C019,2025FA,P007,4,B,True,True,Hybrid
E00011927,STU01071,C012,2025FA,P007,3,B,True,True,Online
E00011928,STU01072,C001,2023FA,P006,1,A,True,True,Hybrid
E00011929,STU01072,C002,2023FA,P006,3,B,True,True,In Person
E00011930,STU01072,C005,2023FA,P006,3,A,True,True,In Person
E00011931,STU01073,C001,2024FA,P006,1,A,True,True,Hybrid
E00011932,STU01073,C002,2024FA,P006,3,A,True,True,Hybrid
E00011933,STU01073,C005,2024FA,P006,3,A,True,True,Online
E00011934,STU01073,C032,2025SP,P006,3,B,True,True,In Person
E00011935,STU01073,C014,2025SP,P006,3,A,True,True,Online
E00011936,STU01073,C019,2025SP,P006,4,A,True,True,Hybrid
E00011937,STU01073,C034,2025SP,P006,3,A,True,True,Online
E00011938,STU01073,C013,2025FA,P006,3,A,True,True,Hybrid
E00011939,STU01073,C006,2025FA,P006,3,A,True,True,Hybrid
E00011940,STU01073,C012,2025FA,P006,3,C,True,True,Online
E00011941,STU01073,C003,2025FA,P006,3,A,True,True,Hybrid
E00011942,STU01073,C011,2026SP,P006,3,A,True,True,Hybrid
E00011943,STU01073,C010,2026SP,P006,3,A,True,True,Hybrid
E00011944,STU01073,C009,2026SP,P006,3,A,True,True,Online
E00011945,STU01074,C001,2025SP,P002,1,C,True,True,In Person
E00011946,STU01074,C002,2025SP,P002,3,W,False,False,In Person
E00011947,STU01074,C005,2025SP,P002,3,C,True,True,In Person
E00011948,STU01074,C013,2025SP,P002,3,D,False,True,Hybrid
E00011949,STU01075,C004,2025SP,P006,3,B,True,True,In Person
E00011950,STU01075,C001,2025SP,P006,1,A,True,True,In Person
E00011951,STU01075,C002,2025SP,P006,3,D,False,True,In Person
E00011952,STU01075,C009,2025SP,P006,3,B,True,True,In Person
E00011953,STU01075,C029,2025SP,P006,3,C,True,True,In Person
E00011954,STU01075,C005,2025FA,P006,3,C,True,True,Hybrid
E00011955,STU01075,C010,2025FA,P006,3,B,True,True,Online
E00011956,STU01075,C006,2025FA,P006,3,C,True,True,In Person
E00011957,STU01075,C011,2025FA,P006,3,A,True,True,In Person
E00011958,STU01075,C013,2026SP,P006,3,A,True,True,Hybrid
E00011959,STU01075,C014,2026SP,P006,3,A,True,True,Online
E00011960,STU01075,C012,2026SP,P006,3,C,True,True,Hybrid
E00011961,STU01075,C032,2026SP,P006,3,C,True,True,In Person
E00011962,STU01076,C001,2024FA,P001,1,C,True,True,Hybrid
E00011963,STU01076,C002,2024FA,P001,3,C,True,True,Online
E00011964,STU01076,C005,2024FA,P001,3,D,False,True,Hybrid
E00011965,STU01076,C016,2025SP,P001,3,D,False,True,Hybrid
E00011966,STU01076,C003,2025SP,P001,3,W,False,False,Online
E00011967,STU01077,C004,2024FA,P006,3,F,False,True,In Person
E00011968,STU01077,C001,2024FA,P006,1,A,True,True,In Person
E00011969,STU01077,C002,2024FA,P006,3,C,True,True,Hybrid
E00011970,STU01077,C014,2024FA,P006,3,A,True,True,Hybrid
E00011971,STU01077,C011,2025SP,P006,3,C,True,True,In Person
E00011972,STU01077,C003,2025SP,P006,3,B,True,True,In Person
E00011973,STU01077,C010,2025SP,P006,3,B,True,True,In Person
E00011974,STU01077,C019,2025FA,P006,4,A,True,True,Hybrid
E00011975,STU01077,C012,2025FA,P006,3,B,True,True,In Person
E00011976,STU01077,C009,2025FA,P006,3,A,True,True,In Person
E00011977,STU01077,C013,2025FA,P006,3,A,True,True,Hybrid
E00011978,STU01077,C032,2025FA,P006,3,D,False,True,In Person
E00011979,STU01077,C006,2026SP,P006,3,A,True,True,Online
E00011980,STU01077,C020,2026SP,P006,4,A,True,True,In Person
E00011981,STU01077,C027,2026SP,P006,3,B,True,True,In Person
E00011982,STU01077,C029,2026SP,P006,3,B,True,True,In Person
E00011983,STU01078,C001,2024SP,P002,1,B,True,True,Hybrid
E00011984,STU01078,C002,2024SP,P002,3,A,True,True,Online
E00011985,STU01078,C005,2024SP,P002,3,C,True,True,In Person
E00011986,STU01079,C004,2023FA,P007,3,F,False,True,In Person
E00011987,STU01079,C001,2023FA,P007,1,F,False,True,In Person
E00011988,STU01079,C002,2023FA,P007,3,F,False,True,In Person
E00011989,STU01079,C032,2023FA,P007,3,A,True,True,Hybrid
E00011990,STU01079,C010,2023FA,P007,3,F,False,True,In Person
E00011991,STU01079,C013,2024SP,P007,3,D,False,True,Hybrid
E00011992,STU01079,C009,2024SP,P007,3,B,True,True,In Person
E00011993,STU01079,C006,2024SP,P007,3,F,False,True,In Person
E00011994,STU01079,C011,2024FA,P007,3,D,False,True,In Person
E00011995,STU01079,C014,2024FA,P007,3,B,True,True,Online
E00011996,STU01079,C012,2024FA,P007,3,B,True,True,In Person
E00011997,STU01079,C019,2025SP,P006,4,A,True,True,In Person
E00011998,STU01079,C027,2025SP,P006,3,A,True,True,Online
E00011999,STU01079,C033,2025SP,P006,3,D,False,True,In Person
E00012000,STU01079,C034,2025SP,P006,3,C,True,True,In Person
E00012001,STU01079,C040,2025SP,P006,3,B,True,True,In Person
E00012002,STU01079,C020,2025FA,P006,4,D,False,True,Hybrid
E00012003,STU01079,C028,2025FA,P006,3,D,False,True,Hybrid
E00012004,STU01079,C037,2025FA,P006,4,B,True,True,In Person
E00012005,STU01079,C029,2025FA,P006,3,B,True,True,In Person
E00012006,STU01079,C036,2026SP,P006,3,A,True,True,In Person
E00012007,STU01079,C035,2026SP,P006,3,C,True,True,In Person
E00012008,STU01079,C038,2026SP,P006,3,A,True,True,Hybrid
E00012009,STU01079,C039,2026SP,P006,3,B,True,True,In Person
E00012010,STU01080,C004,2022FA,P006,3,F,False,True,Hybrid
E00012011,STU01080,C001,2022FA,P006,1,C,True,True,In Person
E00012012,STU01080,C002,2022FA,P006,3,F,False,True,Hybrid
E00012013,STU01080,C037,2022FA,P006,4,F,False,True,Online
E00012014,STU01080,C010,2022FA,P006,3,F,False,True,Online
E00012015,STU01080,C009,2023SP,P006,3,B,True,True,Online
E00012016,STU01080,C011,2023SP,P006,3,C,True,True,Hybrid
E00012017,STU01080,C006,2023SP,P006,3,D,False,True,Hybrid
E00012018,STU01080,C013,2023SP,P006,3,B,True,True,Hybrid
E00012019,STU01080,C035,2023SP,P006,3,D,False,True,Online
E00012020,STU01080,C019,2023SU,P006,4,C,True,True,Hybrid
E00012021,STU01080,C014,2023SU,P006,3,A,True,True,Hybrid
E00012022,STU01080,C012,2023SU,P006,3,C,True,True,Online
E00012023,STU01080,C032,2023SU,P006,3,C,True,True,In Person
E00012024,STU01080,C027,2023FA,P006,3,A,True,True,Online
E00012025,STU01080,C039,2023FA,P006,3,C,True,True,In Person
E00012026,STU01080,C029,2023FA,P006,3,C,True,True,In Person
E00012027,STU01080,C020,2023FA,P006,4,C,True,True,In Person
E00012028,STU01080,C028,2024SP,P006,3,C,True,True,Hybrid
E00012029,STU01080,C033,2024SP,P006,3,C,True,True,Online
E00012030,STU01080,C040,2024SP,P006,3,B,True,True,Hybrid
E00012031,STU01080,C038,2024SP,P006,3,C,True,True,Online
E00012032,STU01081,C001,2024FA,P007,1,D,False,True,Hybrid
E00012033,STU01081,C002,2024FA,P007,3,F,False,True,In Person
E00012034,STU01081,C005,2024FA,P007,3,D,False,True,Online
E00012035,STU01081,C031,2024FA,P007,3,D,False,True,In Person
E00012036,STU01081,C014,2024FA,P007,3,D,False,True,In Person
E00012037,STU01081,C010,2025SP,P007,3,F,False,True,In Person
E00012038,STU01081,C006,2025SP,P007,3,D,False,True,In Person
E00012039,STU01081,C009,2025SP,P007,3,D,False,True,Hybrid
E00012040,STU01081,C012,2025FA,P007,3,D,False,True,In Person
E00012041,STU01081,C032,2025FA,P007,3,C,True,True,In Person
E00012042,STU01081,C011,2025FA,P007,3,C,True,True,In Person
E00012043,STU01081,C013,2025FA,P007,3,W,False,False,Hybrid
E00012044,STU01081,C019,2026SP,P007,4,F,False,True,Hybrid
E00012045,STU01081,C039,2026SP,P007,3,B,True,True,In Person
E00012046,STU01081,C015,2026SP,P007,3,D,False,True,In Person
E00012047,STU01081,C035,2026SP,P007,3,D,False,True,In Person
E00012048,STU01082,C004,2023FA,P007,3,F,False,True,Online
E00012049,STU01082,C001,2023FA,P007,1,C,True,True,Online
E00012050,STU01082,C002,2023FA,P007,3,D,False,True,Online
E00012051,STU01082,C010,2023FA,P007,3,C,True,True,Online
E00012052,STU01082,C038,2024SP,P007,3,D,False,True,Online
E00012053,STU01082,C012,2024SP,P007,3,C,True,True,In Person
E00012054,STU01082,C013,2024SP,P007,3,D,False,True,Online
E00012055,STU01082,C006,2024SP,P007,3,D,False,True,Online
E00012056,STU01082,C015,2024SU,P007,3,W,False,False,Online
E00012057,STU01082,C011,2024SU,P007,3,W,False,False,In Person
E00012058,STU01082,C032,2024SU,P007,3,W,False,False,Hybrid
E00012059,STU01082,C035,2024SU,P007,3,D,False,True,Hybrid
E00012060,STU01082,C009,2024SU,P007,3,F,False,True,Online
E00012061,STU01082,C014,2024FA,P007,3,F,False,True,Hybrid
E00012062,STU01082,C029,2024FA,P007,3,W,False,False,Online
E00012063,STU01082,C019,2024FA,P007,4,F,False,True,Online
E00012064,STU01082,C031,2024FA,P007,3,F,False,True,Online
E00012065,STU01082,C033,2025SP,P007,3,F,False,True,In Person
E00012066,STU01082,C034,2025SP,P007,3,F,False,True,Online
E00012067,STU01082,C037,2025SP,P007,4,W,False,False,Online
E00012068,STU01082,C039,2025SP,P007,3,D,False,True,Hybrid
E00012069,STU01082,C040,2025FA,P007,3,C,True,True,Online
E00012070,STU01082,C036,2025FA,P007,3,F,False,True,Online
E00012071,STU01083,C001,2025FA,P007,1,A,True,True,Online
E00012072,STU01083,C002,2025FA,P007,3,B,True,True,Online
E00012073,STU01083,C005,2025FA,P007,3,B,True,True,Hybrid
E00012074,STU01083,C031,2025FA,P007,3,A,True,True,Online
E00012075,STU01083,C015,2026SP,P007,3,A,True,True,Online
E00012076,STU01083,C006,2026SP,P007,3,A,True,True,Hybrid
E00012077,STU01083,C009,2026SP,P007,3,B,True,True,Hybrid
E00012078,STU01083,C012,2026SP,P007,3,B,True,True,Hybrid
E00012079,STU01083,C003,2026SP,P007,3,A,True,True,In Person
E00012080,STU01084,C001,2023FA,P001,1,B,True,True,Hybrid
E00012081,STU01084,C002,2023FA,P001,3,A,True,True,In Person
E00012082,STU01084,C005,2023FA,P001,3,B,True,True,Hybrid
E00012083,STU01084,C012,2024SP,P001,3,C,True,True,Hybrid
E00012084,STU01084,C013,2024SP,P001,3,B,True,True,In Person
E00012085,STU01084,C015,2024SP,P001,3,B,True,True,In Person
E00012086,STU01084,C016,2024FA,P001,3,A,True,True,Hybrid
E00012087,STU01084,C010,2024FA,P001,3,A,True,True,In Person
E00012088,STU01084,C017,2024FA,P001,3,C,True,True,In Person
E00012089,STU01084,C011,2024FA,P001,3,A,True,True,Hybrid
E00012090,STU01084,C014,2025SP,P001,3,A,True,True,In Person
E00012091,STU01084,C003,2025SP,P001,3,D,False,True,Hybrid
E00012092,STU01084,C018,2025SP,P001,3,D,False,True,In Person
E00012093,STU01084,C009,2025SP,P001,3,B,True,True,In Person
E00012094,STU01084,C006,2025SP,P001,3,A,True,True,Online
E00012095,STU01084,C032,2025FA,P001,3,A,True,True,In Person
E00012096,STU01084,C029,2025FA,P001,3,F,False,True,Online
E00012097,STU01084,C036,2025FA,P001,3,B,True,True,Hybrid
E00012098,STU01084,C038,2025FA,P001,3,C,True,True,Hybrid
E00012099,STU01084,C033,2026SP,P001,3,B,True,True,In Person
E00012100,STU01084,C035,2026SP,P001,3,A,True,True,In Person
E00012101,STU01084,C039,2026SP,P001,3,A,True,True,In Person
E00012102,STU01085,C001,2023FA,P008,1,A,True,True,Online
E00012103,STU01085,C002,2023FA,P008,3,A,True,True,Online
E00012104,STU01085,C005,2023FA,P008,3,A,True,True,Online
E00012105,STU01085,C012,2023FA,P008,3,A,True,True,Online
E00012106,STU01085,C032,2024SP,P008,3,A,True,True,Online
E00012107,STU01085,C006,2024SP,P008,3,B,True,True,Online
E00012108,STU01085,C016,2024FA,P008,3,A,True,True,Online
E00012109,STU01085,C015,2024FA,P008,3,A,True,True,Hybrid
E00012110,STU01085,C013,2024FA,P008,3,A,True,True,Online
E00012111,STU01085,C009,2024FA,P008,3,A,True,True,Online
E00012112,STU01085,C014,2025SP,P008,3,A,True,True,Online
E00012113,STU01085,C011,2025SP,P008,3,A,True,True,Online
