student_id,entry_term_id,entry_age_band,first_generation,pell_eligible,full_time_at_entry,modality_preference,initial_program_id,work_commitment,developmental_math_start,final_outcome
STU01029,2024FA,17-19,False,False,True,Mixed,P005,Moderate,False,Stopped Out
STU01030,2024SP,20-24,True,True,True,Mostly Online,P005,Moderate,True,Active
STU01031,2024FA,17-19,True,False,True,Mostly In Person,P005,Moderate,True,Credentialed
STU01032,2022FA,17-19,True,False,True,Mostly Online,P008,Moderate,False,Transferred
STU01033,2025FA,20-24,False,False,True,Mostly In Person,P006,Low,True,Active
STU01034,2022FA,20-24,True,True,True,Mostly In Person,P005,Moderate,False,Credentialed
STU01035,2024SP,20-24,True,True,True,Mixed,P007,High,False,Stopped Out
STU01036,2023FA,20-24,False,False,True,Mostly In Person,P006,Moderate,False,Stopped Out
STU01037,2023FA,20-24,False,True,True,Mostly Online,P004,High,True,Transferred
STU01038,2024SP,17-19,False,True,True,Mostly In Person,P006,Low,False,Stopped Out
STU01039,2022FA,20-24,False,False,False,Mostly Online,P003,Moderate,True,Stopped Out
STU01040,2024FA,25-34,False,True,True,Mixed,P003,High,True,Active
STU01041,2023FA,25-34,False,True,True,Mostly In Person,P007,High,True,Stopped Out
STU01042,2023SP,17-19,False,False,True,Mostly In Person,P001,Moderate,False,Transferred
STU01043,2022FA,25-34,False,False,False,Mixed,P004,Moderate,False,Stopped Out
STU01044,2023SP,20-24,False,False,True,Mostly Online,P005,Low,False,Transferred
STU01045,2025FA,20-24,True,False,False,Mostly In Person,P002,Low,False,Active
STU01046,2024FA,25-34,True,False,False,Mostly In Person,P002,Moderate,False,Active
STU01047,2023FA,25-34,True,True,False,Mostly In Person,P007,Moderate,True,Active
STU01048,2025SP,35+,True,True,False,Mixed,P001,Low,True,Stopped Out
STU01049,2023FA,20-24,False,True,False,Mostly In Person,P006,High,True,Stopped Out
STU01050,2022FA,25-34,True,False,True,Mostly In Person,P003,Low,True,Transferred
STU01051,2025SP,35+,True,True,False,Mostly Online,P003,Low,False,Transferred
STU01052,2025SP,20-24,True,False,True,Mostly In Person,P004,Moderate,True,Active
STU01053,2025FA,25-34,False,True,False,Mostly In Person,P001,High,True,Active
STU01054,2024FA,17-19,False,True,False,Mostly In Person,P008,High,False,Transferred
STU01055,2023FA,17-19,True,False,False,Mostly Online,P008,Moderate,True,Active
STU01056,2023SP,25-34,False,True,True,Mostly Online,P001,Low,False,Transferred
STU01057,2025FA,17-19,False,True,True,Mostly In Person,P002,High,True,Active
STU01058,2023FA,20-24,True,False,True,Mostly In Person,P007,Moderate,True,Transferred
STU01059,2025FA,25-34,False,True,True,Mostly In Person,P007,High,True,Active
STU01060,2024FA,25-34,True,False,False,Mixed,P003,Low,False,Stopped Out
STU01061,2024SP,17-19,True,True,True,Mostly In Person,P007,Moderate,True,Credentialed
STU01062,2024SP,17-19,True,False,False,Mixed,P002,High,False,Stopped Out
STU01063,2023FA,17-19,True,False,True,Mostly In Person,P002,Moderate,True,Transferred
STU01064,2025FA,35+,True,True,True,Mostly Online,P002,Moderate,True,Transferred
STU01065,2025SP,17-19,False,False,True,Mostly In Person,P005,Low,True,Credentialed
STU01066,2025FA,17-19,False,True,True,Mostly In Person,P008,Moderate,False,Active
STU01067,2024SP,20-24,False,False,True,Mostly In Person,P002,Moderate,True,Transferred
STU01068,2025SP,17-19,False,False,False,Mostly In Person,P003,Moderate,False,Active
STU01069,2023FA,17-19,True,True,True,Mixed,P001,Moderate,False,Transferred
STU01070,2022FA,25-34,False,True,True,Mostly Online,P001,High,False,Transferred
STU01071,2024SP,20-24,True,True,False,Mixed,P007,Moderate,False,Credentialed
STU01072,2023FA,20-24,True,False,True,Mostly In Person,P006,Moderate,False,Stopped Out
STU01073,2024FA,20-24,False,False,True,Mixed,P006,Low,False,Credentialed
STU01074,2025SP,17-19,False,False,True,Mostly In Person,P002,High,False,Stopped Out
STU01075,2025SP,25-34,True,True,True,Mostly In Person,P006,Low,True,Credentialed
STU01076,2024FA,17-19,False,True,False,Mostly Online,P001,High,False,Stopped Out
STU01077,2024FA,17-19,True,True,True,Mostly In Person,P006,Moderate,True,Credentialed
STU01078,2024SP,17-19,True,False,True,Mixed,P002,Moderate,False,Stopped Out
STU01079,2023FA,17-19,True,True,True,Mostly In Person,P007,Moderate,True,Credentialed
STU01080,2022FA,35+,False,True,True,Mixed,P006,High,True,Credentialed
STU01081,2024FA,17-19,True,True,True,Mostly In Person,P007,High,False,Active
STU01082,2023FA,25-34,False,True,True,Mostly Online,P007,Moderate,True,Stopped Out
STU01083,2025FA,20-24,False,True,True,Mixed,P007,High,False,Active
STU01084,2023FA,17-19,False,True,True,Mostly In Person,P001,Moderate,False,Transferred
STU01085,2023FA,35+,True,False,False,Mostly Online,P008,Moderate,False,Transferred
STU01086,2025FA,17-19,True,True,True,Mixed,P003,Moderate,False,Stopped Out
STU01087,2022FA,17-19,False,False,False,Mixed,P001,High,True,Stopped Out
STU01088,2025FA,17-19,False,False,True,Mostly Online,P008,High,True,Active
STU01089,2025FA,20-24,True,False,True,Mixed,P002,High,True,Active
STU01090,2024SP,35+,False,False,False,Mixed,P007,High,False,Stopped Out
STU01091,2024SP,35+,True,True,False,Mostly In Person,P007,Moderate,True,Transferred
STU01092,2023FA,25-34,False,True,True,Mostly Online,P005,Low,True,Stopped Out
STU01093,2024FA,20-24,True,False,True,Mixed,P001,Moderate,False,Transferred
STU01094,2024SP,17-19,False,True,True,Mostly In Person,P002,High,True,Stopped Out
STU01095,2022FA,17-19,True,False,False,Mostly Online,P007,Moderate,False,Stopped Out
STU01096,2025FA,20-24,True,True,True,Mixed,P002,Low,False,Stopped Out
STU01097,2025SP,17-19,True,False,True,Mostly Online,P003,High,True,Active
STU01098,2022FA,17-19,False,True,True,Mostly In Person,P008,Moderate,False,Transferred
STU01099,2025FA,25-34,True,True,False,Mixed,P002,High,False,Active
STU01100,2025FA,25-34,False,True,True,Mostly In Person,P001,High,False,Active
STU01101,2023FA,17-19,True,False,False,Mixed,P008,Low,False,Active
STU01102,2023FA,25-34,False,True,False,Mixed,P004,High,True,Stopped Out
STU01103,2025SP,20-24,False,False,False,Mixed,P007,Low,False,Active
STU01104,2024FA,17-19,True,True,False,Mostly In Person,P008,Moderate,True,Transferred
STU01105,2023FA,25-34,False,False,False,Mostly In Person,P001,Moderate,True,Stopped Out
STU01106,2023SP,25-34,False,True,True,Mixed,P002,Low,True,Transferred
STU01107,2024FA,20-24,True,False,True,Mostly In Person,P004,Moderate,True,Transferred
STU01108,2023FA,17-19,False,False,False,Mixed,P008,Low,True,Transferred
STU01109,2023FA,20-24,True,False,True,Mixed,P003,Low,False,Transferred
STU01110,2024FA,17-19,True,True,False,Mostly In Person,P001,High,True,Transferred
STU01111,2025FA,25-34,False,True,False,Mostly In Person,P007,Moderate,False,Active
STU01112,2024FA,17-19,False,True,False,Mostly In Person,P003,Moderate,True,Stopped Out
STU01113,2022FA,17-19,True,True,True,Mostly In Person,P003,Moderate,True,Stopped Out
STU01114,2024FA,17-19,True,False,True,Mostly In Person,P007,High,False,Stopped Out
STU01115,2024SP,20-24,False,True,True,Mostly Online,P003,Moderate,True,Active
STU01116,2025FA,20-24,True,True,False,Mixed,P004,High,True,Active
STU01117,2025SP,20-24,True,False,False,Mixed,P002,Moderate,True,Active
STU01118,2024SP,17-19,True,False,False,Mixed,P003,Moderate,True,Transferred
STU01119,2025SP,25-34,True,True,True,Mostly In Person,P002,Moderate,False,Active
STU01120,2024SP,17-19,False,False,True,Mixed,P003,Moderate,True,Active
STU01121,2024FA,20-24,False,True,True,Mostly In Person,P002,High,False,Stopped Out
STU01122,2023FA,17-19,False,False,True,Mixed,P008,Low,True,Transferred
STU01123,2022FA,20-24,True,True,True,Mostly Online,P004,Moderate,True,Stopped Out
STU01124,2024FA,25-34,True,False,False,Mixed,P001,Moderate,True,Transferred
STU01125,2023SP,20-24,False,False,False,Mixed,P007,High,True,Stopped Out
STU01126,2023SP,17-19,False,True,False,Mixed,P008,High,True,Transferred
STU01127,2025SP,20-24,True,True,True,Mostly Online,P001,Moderate,True,Stopped Out
STU01128,2022FA,17-19,False,True,False,Mixed,P005,High,True,Stopped Out
STU01129,2025FA,25-34,True,True,False,Mixed,P008,High,True,Transferred
STU01130,2022FA,17-19,False,False,False,Mixed,P006,High,False,Stopped Out
STU01131,2025FA,20-24,False,True,True,Mostly In Person,P005,Moderate,False,Active
STU01132,2025FA,20-24,True,False,True,Mostly In Person,P005,High,True,Stopped Out
STU01133,2022FA,25-34,False,True,True,Mixed,P002,Moderate,False,Credentialed and Transferred
STU01134,2025SP,20-24,True,False,True,Mixed,P003,Moderate,False,Active
STU01135,2023FA,25-34,True,True,False,Mixed,P002,Moderate,True,Stopped Out
STU01136,2025FA,20-24,False,True,False,Mostly In Person,P002,High,True,Active
STU01137,2024FA,17-19,True,True,True,Mostly In Person,P007,Low,True,Transferred
STU01138,2025SP,17-19,True,False,True,Mostly In Person,P005,Moderate,False,Active
STU01139,2025FA,20-24,False,True,True,Mostly In Person,P002,High,False,Active
STU01140,2025FA,25-34,True,True,False,Mixed,P005,Moderate,True,Active
STU01141,2024FA,25-34,False,True,False,Mostly In Person,P003,High,True,Stopped Out
STU01142,2024FA,20-24,False,True,False,Mixed,P008,High,False,Stopped Out
STU01143,2025SP,25-34,True,True,False,Mostly Online,P002,Low,True,Active
STU01144,2023FA,17-19,False,True,False,Mostly In Person,P003,High,True,Transferred
STU01145,2023SP,20-24,False,True,True,Mixed,P003,Moderate,True,Stopped Out
STU01146,2024SP,20-24,True,True,True,Mostly In Person,P005,Low,False,Credentialed
STU01147,2025FA,17-19,True,False,False,Mixed,P008,Moderate,False,Active
STU01148,2023SP,25-34,False,True,False,Mostly In Person,P008,High,True,Transferred
STU01149,2025FA,25-34,False,False,False,Mostly Online,P006,Low,False,Active
STU01150,2022FA,20-24,True,False,False,Mostly In Person,P006,Moderate,False,Credentialed
STU01151,2023FA,25-34,False,False,False,Mostly In Person,P002,Low,False,Transferred
STU01152,2024FA,20-24,True,False,True,Mostly In Person,P001,High,True,Stopped Out
STU01153,2025SP,17-19,True,True,True,Mostly Online,P004,Low,False,Active
STU01154,2023FA,35+,True,False,True,Mostly Online,P008,Moderate,True,Transferred
STU01155,2025FA,17-19,True,True,True,Mixed,P001,Low,True,Active
STU01156,2025FA,35+,False,True,True,Mostly In Person,P001,High,True,Active
STU01157,2025FA,17-19,True,True,True,Mixed,P003,Low,True,Active
STU01158,2023FA,17-19,False,True,True,Mostly In Person,P001,High,False,Credentialed
STU01159,2024FA,17-19,False,False,False,Mostly In Person,P008,Moderate,False,Stopped Out
STU01160,2023SP,25-34,False,True,False,Mostly In Person,P006,Moderate,False,Credentialed
STU01161,2024SP,17-19,False,True,True,Mixed,P003,Moderate,True,Transferred
STU01162,2025FA,17-19,True,True,True,Mostly In Person,P003,Low,False,Active
STU01163,2024SP,17-19,True,False,True,Mostly In Person,P002,Moderate,True,Transferred
STU01164,2024FA,25-34,False,False,True,Mixed,P006,Moderate,True,Active
STU01165,2025FA,20-24,True,True,True,Mixed,P007,Moderate,False,Active
STU01166,2023FA,20-24,True,False,True,Mixed,P005,High,False,Credentialed
STU01167,2023FA,25-34,True,True,False,Mostly In Person,P005,Moderate,False,Stopped Out
STU01168,2023FA,17-19,True,False,False,Mixed,P001,Moderate,True,Stopped Out
STU01169,2023SP,20-24,True,False,True,Mostly Online,P003,Moderate,True,Transferred
STU01170,2023FA,20-24,False,True,False,Mostly Online,P004,High,True,Transferred
STU01171,2024FA,20-24,False,False,False,Mostly In Person,P008,Moderate,True,Transferred
STU01172,2025FA,35+,False,False,False,Mostly Online,P006,High,False,Active
STU01173,2023FA,25-34,False,False,False,Mixed,P001,Moderate,False,Transferred
STU01174,2022FA,17-19,False,False,False,Mixed,P004,High,True,Stopped Out
STU01175,2023FA,17-19,False,True,False,Mostly In Person,P002,Moderate,True,Transferred
STU01176,2023SP,17-19,True,False,False,Mostly In Person,P002,High,True,Stopped Out
STU01177,2024FA,17-19,True,False,True,Mixed,P008,Moderate,True,Active
STU01178,2025SP,17-19,False,False,True,Mostly In Person,P004,Moderate,True,Active
STU01179,2023FA,20-24,True,True,False,Mostly In Person,P004,Low,True,Stopped Out
STU01180,2022FA,20-24,True,False,False,Mixed,P001,High,True,Transferred
STU01181,2024FA,20-24,True,True,False,Mostly In Person,P003,Low,True,Credentialed
STU01182,2025FA,20-24,True,False,True,Mostly In Person,P006,High,False,Active
STU01183,2025FA,20-24,False,False,True,Mostly In Person,P007,Moderate,False,Active
STU01184,2022FA,20-24,True,False,True,Mixed,P001,High,False,Transferred
STU01185,2025FA,17-19,True,False,True,Mostly Online,P007,Moderate,False,Stopped Out
STU01186,2024FA,35+,True,False,True,Mostly Online,P004,Moderate,True,Credentialed
STU01187,2024FA,17-19,False,True,True,Mostly In Person,P001,Moderate,False,Credentialed
STU01188,2022FA,35+,True,True,False,Mixed,P006,Moderate,False,Credentialed
STU01189,2023FA,25-34,False,True,True,Mostly In Person,P002,High,True,Stopped Out
STU01190,2024FA,17-19,True,False,True,Mostly Online,P004,Moderate,False,Transferred
STU01191,2024SP,17-19,False,False,True,Mixed,P005,Moderate,True,Credentialed
STU01192,2025FA,17-19,False,True,True,Mixed,P002,Low,False,Active
STU01193,2024FA,17-19,True,True,True,Mixed,P002,Moderate,True,Active
STU01194,2024FA,17-19,True,True,True,Mostly In Person,P001,Moderate,False,Active
STU01195,2023FA,17-19,True,True,False,Mostly In Person,P008,Moderate,False,Transferred
STU01196,2022FA,17-19,True,True,True,Mixed,P001,Low,True,Transferred
STU01197,2022FA,17-19,True,False,True,Mostly Online,P005,Moderate,True,Transferred
STU01198,2022FA,25-34,False,True,True,Mostly In Person,P001,Moderate,False,Stopped Out
STU01199,2022FA,17-19,True,False,True,Mostly In Person,P003,High,False,Stopped Out
STU01200,2023FA,25-34,False,True,False,Mostly In Person,P006,Moderate,False,Credentialed
STU01201,2023FA,17-19,False,False,True,Mostly In Person,P001,High,False,Transferred
STU01202,2025SP,17-19,False,True,True,Mixed,P006,Low,False,Credentialed
STU01203,2022FA,17-19,False,False,True,Mixed,P002,Moderate,True,Transferred
STU01204,2025FA,20-24,False,True,True,Mostly Online,P003,Moderate,False,Active
STU01205,2022FA,17-19,True,True,True,Mostly In Person,P008,Moderate,True,Stopped Out
STU01206,2023FA,17-19,True,True,True,Mostly In Person,P005,Moderate,True,Credentialed
STU01207,2025FA,20-24,False,True,True,Mostly Online,P005,Low,False,Active
STU01208,2025FA,20-24,True,True,True,Mostly In Person,P003,High,True,Active
STU01209,2025FA,17-19,True,False,True,Mixed,P004,Moderate,True,Active
STU01210,2024FA,17-19,True,True,True,Mostly Online,P006,Low,False,Credentialed
STU01211,2024FA,20-24,False,True,True,Mostly Online,P005,Moderate,False,Stopped Out
STU01212,2023FA,20-24,False,True,True,Mostly Online,P008,Moderate,True,Transferred
STU01213,2024FA,20-24,False,False,True,Mostly In Person,P008,Moderate,True,Transferred
STU01214,2023FA,17-19,True,True,True,Mostly Online,P006,Low,False,Credentialed
STU01215,2025FA,25-34,False,False,True,Mixed,P001,Moderate,True,Active
STU01216,2025SP,17-19,False,False,False,Mostly In Person,P001,High,False,Active
STU01217,2025FA,25-34,True,True,False,Mixed,P008,Moderate,False,Active
STU01218,2024FA,17-19,False,True,True,Mixed,P003,Moderate,False,Transferred
STU01219,2024SP,20-24,True,True,True,Mixed,P002,Moderate,False,Transferred
STU01220,2024FA,17-19,True,True,True,Mixed,P005,Moderate,False,Credentialed
STU01221,2022FA,25-34,True,True,True,Mostly In Person,P002,Low,False,Transferred
STU01222,2023SP,25-34,False,True,False,Mostly In Person,P006,Moderate,True,Credentialed
STU01223,2023FA,17-19,False,True,False,Mostly In Person,P001,Moderate,False,Credentialed and Transferred
STU01224,2023FA,17-19,False,True,True,Mostly Online,P006,Moderate,False,Credentialed
STU01225,2023FA,20-24,True,False,True,Mixed,P007,Low,False,Stopped Out
STU01226,2023SP,17-19,False,False,False,Mixed,P005,Moderate,False,Stopped Out
STU01227,2023FA,20-24,True,False,False,Mostly Online,P008,High,False,Transferred
STU01228,2023SP,20-24,True,False,True,Mostly In Person,P001,High,False,Stopped Out
STU01229,2025FA,17-19,False,True,True,Mostly Online,P005,High,True,Stopped Out
STU01230,2022FA,17-19,True,True,True,Mostly Online,P006,Moderate,True,Credentialed
STU01231,2024FA,25-34,False,True,False,Mixed,P001,Moderate,False,Active
STU01232,2024SP,17-19,True,True,True,Mixed,P001,Moderate,True,Active
STU01233,2024FA,17-19,True,False,True,Mostly In Person,P003,Moderate,False,Transferred
STU01234,2023FA,25-34,False,False,False,Mostly In Person,P002,High,True,Stopped Out
STU01235,2023FA,35+,False,False,False,Mixed,P006,Moderate,True,Credentialed
STU01236,2024FA,17-19,True,True,True,Mostly In Person,P008,Low,False,Active
STU01237,2025FA,17-19,True,True,False,Mostly In Person,P008,High,False,Active
STU01238,2023SP,17-19,True,True,False,Mostly In Person,P008,Moderate,True,Stopped Out
STU01239,2023SP,25-34,False,False,False,Mostly In Person,P005,Moderate,False,Credentialed
STU01240,2022FA,17-19,False,True,True,Mixed,P005,Low,True,Stopped Out
STU01241,2024FA,20-24,True,False,True,Mixed,P005,Moderate,True,Active
STU01242,2022FA,17-19,False,False,False,Mostly Online,P002,Moderate,False,Stopped Out
STU01243,2022FA,20-24,True,True,True,Mostly In Person,P005,Low,True,Credentialed
STU01244,2023SP,25-34,True,False,True,Mostly Online,P003,High,True,Transferred
STU01245,2025FA,20-24,False,True,False,Mixed,P003,High,False,Stopped Out
STU01246,2023FA,17-19,True,True,False,Mostly Online,P007,High,False,Stopped Out
STU01247,2024SP,17-19,True,True,True,Mostly In Person,P008,Moderate,False,Transferred
STU01248,2023FA,25-34,False,False,False,Mostly In Person,P006,Low,True,Credentialed
STU01249,2023SP,35+,True,False,True,Mixed,P006,Moderate,True,Stopped Out
STU01250,2025SP,17-19,False,True,True,Mostly Online,P008,Moderate,False,Active
STU01251,2023FA,35+,True,True,True,Mostly Online,P008,Low,False,Transferred
STU01252,2023FA,17-19,False,False,True,Mixed,P004,High,False,Transferred
STU01253,2023SP,20-24,True,True,True,Mixed,P002,Low,True,Stopped Out
STU01254,2025FA,35+,True,True,False,Mixed,P005,High,True,Active
STU01255,2024FA,17-19,False,True,True,Mostly Online,P005,Moderate,True,Credentialed
STU01256,2023SP,17-19,True,False,True,Mixed,P007,Moderate,True,Credentialed
STU01257,2025SP,20-24,True,False,True,Mostly In Person,P007,High,False,Credentialed
STU01258,2024FA,20-24,False,False,False,Mixed,P007,Moderate,True,Active
STU01259,2023FA,17-19,True,False,True,Mostly Online,P005,Moderate,True,Stopped Out
STU01260,2025SP,35+,True,True,False,Mostly In Person,P005,Low,False,Credentialed
STU01261,2022FA,35+,True,True,False,Mixed,P001,Moderate,False,Credentialed
STU01262,2025FA,17-19,True,False,False,Mostly In Person,P005,Moderate,True,Active
STU01263,2024FA,20-24,True,True,True,Mixed,P005,Low,True,Active
STU01264,2025FA,17-19,True,True,True,Mostly In Person,P002,Moderate,True,Active
STU01265,2024FA,25-34,False,False,True,Mostly In Person,P006,Moderate,False,Credentialed
STU01266,2023FA,17-19,True,False,True,Mostly In Person,P002,Moderate,True,Stopped Out
STU01267,2024FA,17-19,False,True,True,Mostly In Person,P004,High,True,Transferred
STU01268,2024SP,17-19,False,True,True,Mostly Online,P006,Moderate,True,Transferred
STU01269,2025FA,20-24,True,True,True,Mostly Online,P002,Low,True,Active
STU01270,2025FA,17-19,False,True,False,Mostly In Person,P007,High,False,Stopped Out
STU01271,2025FA,25-34,False,False,False,Mixed,P003,High,True,Stopped Out
STU01272,2023FA,25-34,True,True,True,Mixed,P006,Low,False,Stopped Out
STU01273,2025FA,17-19,False,False,False,Mixed,P006,High,True,Active
STU01274,2023FA,17-19,False,True,True,Mixed,P002,Moderate,False,Transferred
STU01275,2025FA,20-24,True,True,True,Mixed,P006,Low,True,Active
STU01276,2022FA,17-19,True,True,True,Mixed,P007,High,False,Stopped Out
STU01277,2024SP,20-24,True,True,True,Mixed,P005,High,False,Credentialed and Transferred
STU01278,2025FA,20-24,True,True,False,Mostly In Person,P007,Moderate,True,Active
STU01279,2024FA,17-19,False,True,False,Mixed,P005,Low,False,Active
STU01280,2024FA,25-34,False,True,False,Mostly Online,P005,Moderate,True,Stopped Out
STU01281,2022FA,35+,True,True,False,Mixed,P001,Low,False,Stopped Out
STU01282,2025FA,17-19,False,True,True,Mostly In Person,P002,Low,False,Active
STU01283,2024FA,17-19,False,True,False,Mixed,P003,High,False,Transferred
STU01284,2023FA,20-24,True,False,True,Mixed,P004,Low,False,Credentialed and Transferred
STU01285,2023FA,17-19,False,True,True,Mostly In Person,P007,Moderate,True,Credentialed and Transferred
STU01286,2024FA,35+,True,False,False,Mostly Online,P007,High,False,Credentialed
STU01287,2025FA,25-34,False,False,True,Mostly In Person,P001,Low,False,Active
STU01288,2025SP,25-34,False,True,False,Mostly In Person,P005,High,False,Active
STU01289,2024FA,20-24,False,True,True,Mixed,P007,Low,False,Active
STU01290,2025SP,17-19,False,True,True,Mixed,P002,Low,False,Active
STU01291,2023FA,20-24,False,True,True,Mixed,P005,Low,False,Transferred
STU01292,2022FA,17-19,False,False,False,Mostly Online,P003,High,False,Stopped Out
STU01293,2024FA,17-19,False,True,True,Mostly In Person,P001,Low,False,Transferred
STU01294,2023FA,17-19,False,True,True,Mostly Online,P008,Moderate,False,Transferred
STU01295,2025FA,25-34,True,True,True,Mostly In Person,P001,Low,False,Active
STU01296,2022FA,25-34,True,True,False,Mixed,P008,Moderate,True,Stopped Out
STU01297,2025FA,25-34,True,True,True,Mostly In Person,P008,High,False,Active
STU01298,2024SP,20-24,True,True,False,Mostly In Person,P004,Moderate,False,Transferred
STU01299,2024FA,25-34,True,False,True,Mixed,P004,Low,False,Transferred
STU01300,2023FA,20-24,False,True,True,Mostly In Person,P005,Low,False,Credentialed
STU01301,2024SP,20-24,False,True,True,Mostly Online,P003,Moderate,True,Stopped Out
STU01302,2023FA,25-34,False,True,False,Mostly Online,P005,High,False,Stopped Out
STU01303,2025SP,35+,True,False,False,Mixed,P003,Low,True,Active
STU01304,2025FA,17-19,False,True,True,Mixed,P007,High,False,Active
STU01305,2024FA,25-34,True,True,False,Mostly In Person,P003,Moderate,True,Stopped Out
STU01306,2023FA,20-24,False,False,True,Mostly Online,P007,High,True,Credentialed and Transferred
STU01307,2024FA,35+,True,True,False,Mostly Online,P008,Moderate,True,Stopped Out
STU01308,2024FA,35+,False,False,False,Mixed,P003,High,False,Transferred
STU01309,2023FA,17-19,True,False,True,Mixed,P004,Moderate,True,Transferred
STU01310,2025SP,17-19,False,True,False,Mixed,P005,Moderate,False,Active
STU01311,2023FA,20-24,False,True,True,Mostly In Person,P004,High,True,Stopped Out
STU01312,2023FA,20-24,False,True,True,Mostly Online,P008,High,False,Transferred
STU01313,2025SP,17-19,False,True,True,Mostly In Person,P008,Moderate,True,Active
STU01314,2023SP,35+,False,False,False,Mostly In Person,P005,Low,False,Credentialed
STU01315,2022FA,20-24,True,False,True,Mostly In Person,P006,Moderate,False,Credentialed
STU01316,2025FA,17-19,False,True,False,Mostly In Person,P002,Low,True,Active
STU01317,2024FA,25-34,True,False,True,Mixed,P002,Moderate,True,Transferred
STU01318,2022FA,25-34,False,True,False,Mixed,P004,Moderate,False,Credentialed
STU01319,2024FA,17-19,False,False,True,Mixed,P002,Low,False,Active
STU01320,2023FA,20-24,True,True,True,Mostly In Person,P002,Moderate,False,Transferred
STU01321,2025FA,17-19,True,True,True,Mixed,P008,Low,False,Active
STU01322,2023FA,17-19,True,False,True,Mostly Online,P003,Low,False,Transferred
STU01323,2024FA,20-24,False,False,True,Mixed,P004,Moderate,False,Stopped Out
STU01324,2024FA,20-24,False,True,True,Mixed,P001,Low,False,Stopped Out
STU01325,2024FA,17-19,False,True,True,Mixed,P005,High,False,Credentialed
STU01326,2024SP,17-19,True,True,False,Mostly In Person,P001,Moderate,False,Transferred
STU01327,2023FA,20-24,True,True,True,Mixed,P005,Moderate,True,Credentialed
STU01328,2025FA,17-19,False,True,True,Mostly In Person,P002,Moderate,True,Active
STU01329,2023FA,17-19,True,False,True,Mostly In Person,P005,Low,True,Stopped Out
STU01330,2023SP,20-24,True,False,True,Mostly Online,P005,Moderate,False,Stopped Out
STU01331,2022FA,20-24,True,True,True,Mostly In Person,P004,Moderate,True,Transferred
STU01332,2024SP,17-19,False,False,True,Mostly In Person,P006,Moderate,False,Credentialed
STU01333,2023FA,35+,True,False,True,Mostly In Person,P008,Moderate,True,Transferred
STU01334,2023SP,17-19,True,False,True,Mixed,P001,Low,True,Stopped Out
STU01335,2024FA,20-24,False,True,True,Mostly In Person,P003,Moderate,False,Transferred
STU01336,2025FA,17-19,False,False,False,Mostly In Person,P005,High,True,Stopped Out
STU01337,2022FA,17-19,False,False,True,Mostly In Person,P008,High,False,Stopped Out
STU01338,2024SP,25-34,False,True,False,Mostly In Person,P006,High,False,Credentialed
STU01339,2025FA,17-19,False,False,True,Mostly Online,P005,Moderate,True,Stopped Out
STU01340,2023FA,17-19,True,False,True,Mostly Online,P007,Moderate,True,Credentialed and Transferred
STU01341,2025FA,25-34,False,False,False,Mixed,P004,High,True,Stopped Out
STU01342,2025FA,17-19,False,True,True,Mixed,P001,High,False,Active
STU01343,2025FA,20-24,False,True,True,Mixed,P001,Moderate,False,Transferred
STU01344,2024SP,17-19,True,True,False,Mostly Online,P004,Moderate,True,Active
STU01345,2025FA,35+,False,True,False,Mostly In Person,P001,Moderate,False,Active
STU01346,2024FA,20-24,True,True,True,Mostly In Person,P008,Moderate,False,Stopped Out
STU01347,2022FA,25-34,True,True,False,Mostly In Person,P008,Moderate,True,Stopped Out
STU01348,2023SP,17-19,True,True,True,Mostly Online,P002,Low,True,Stopped Out
STU01349,2025FA,17-19,True,True,True,Mostly In Person,P003,Moderate,True,Active
STU01350,2023FA,20-24,True,True,True,Mostly In Person,P001,Low,True,Transferred
STU01351,2023FA,35+,False,True,False,Mostly In Person,P008,Moderate,True,Transferred
STU01352,2022FA,17-19,True,False,True,Mixed,P007,Low,False,Stopped Out
STU01353,2025FA,17-19,False,True,True,Mostly In Person,P008,Low,False,Transferred
STU01354,2023FA,17-19,True,True,True,Mixed,P004,Moderate,True,Stopped Out
STU01355,2025SP,20-24,True,False,False,Mixed,P002,Moderate,True,Active
STU01356,2024FA,17-19,True,True,False,Mostly Online,P002,High,True,Stopped Out
STU01357,2024FA,35+,False,True,False,Mostly Online,P006,Moderate,True,Stopped Out
STU01358,2025FA,17-19,False,True,True,Mixed,P005,Moderate,True,Active
STU01359,2023FA,17-19,True,False,True,Mostly In Person,P008,Low,False,Transferred
STU01360,2023FA,20-24,False,True,True,Mostly In Person,P006,Moderate,False,Credentialed
STU01361,2024FA,17-19,False,True,False,Mixed,P005,Moderate,False,Credentialed
STU01362,2024SP,17-19,True,True,True,Mixed,P002,High,False,Transferred
STU01363,2023SP,17-19,False,True,True,Mostly Online,P001,High,True,Stopped Out
STU01364,2023FA,25-34,False,True,True,Mostly In Person,P005,Moderate,False,Stopped Out
STU01365,2023FA,35+,False,True,False,Mostly In Person,P007,Low,False,Credentialed and Transferred
STU01366,2022FA,17-19,True,True,True,Mostly Online,P003,Moderate,False,Credentialed
STU01367,2025FA,25-34,False,True,True,Mostly In Person,P002,Low,False,Transferred
STU01368,2024FA,17-19,True,True,False,Mixed,P004,High,True,Stopped Out
STU01369,2025FA,17-19,False,True,True,Mostly In Person,P003,Moderate,False,Active
STU01370,2025SP,25-34,True,True,True,Mixed,P003,High,True,Transferred
STU01371,2025FA,35+,True,False,True,Mixed,P004,High,False,Active
